codeP,date,spe,sp_check,region,site,depth,season,P,I,Volume,Weight,Surface,Vi,V.bio,W.fil,W.fil.tis,W.fil.tis.bur,countS.1,countS.2,countS.3,countS.4,countS.5,countS.6,countC.1,countC.2,countC.3,countC.4,countC.5,countC.6,V.chl.slurry,V.extraction.T,V.extraction.S,A750T,A664T,A647T,A630T,A750S,A664S,A647S,A630S,SDS1V,V.prot.slurry,STC,STCX4,STCX3,STCX2,STCX1,STCE,abs.prot.blank,abs.prot.zoox1,abs.prot.zoox2,abs.prot.zoox3,abs.prot.host1,abs.prot.host2,abs.prot.host3,STC-2 (for host),STCX4b,STCX3b,STCX2b,STCX1b,STCEb,abs.prot.blank.b,Hdelta15N,Hdelta13C,Zdelta15N,Zdelta13C,H_N%,H_C%,Z_N%,Z_C%,SST_mean,SST_sd,light_mean,light_sd
PAPSL5,19/05/2017,P. speciosa,1,NT,Longdong,10,w,1,1,3941.791504,7.2335,8396.734375,10,1,0.0907,0.1111,0.1052,195,140,145,130,215,170,11,18,12,13,14,16,3,10,10,0.005,0.809,0.227,0.258,0.002,0.174,0.065,0.057,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.863,0.8675,NA,1.1291,1.1859,NA,NA,NA,NA,NA,NA,NA,NA,-1.878,-22.672,4.188,-20.303,0.5312333,3.4813603,5.0821558,37.7201834,21.87770492,1.255479183,19.6115858,2.265553252
PAPSL6,19/05/2017,P. speciosa,1,NT,Longdong,10,w,1,1,5245.474121,9.0295,11057.20215,10,1,0.0892,0.1086,0.1021,255,210,210,305,260,220,56,44,45,41,43,41,3,10,10,0.003,0.42,0.118,0.131,0.001,0.1,0.031,0.033,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.8568,0.8506,NA,1.5111,1.5637,NA,NA,NA,NA,NA,NA,NA,NA,-3.294,-17.759,5.309,-15.625,0.7693026,4.6429187,4.9459866,35.7558387,21.87770492,1.255479183,19.6115858,2.265553252
PAPSL7,19/05/2017,P. speciosa,1,NT,Longdong,10,w,1,1,720.762878,1.2138,2059.047607,10,1,0.0893,0.1088,0.1024,325,240,225,155,280,320,17,23,22,16,13,13,3,10,10,0.004,0.423,0.122,0.14,0.002,0.154,0.052,0.052,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.7161,0.7548,NA,1.0731,1.1085,NA,NA,NA,NA,NA,NA,NA,NA,-0.742,-20.225,4.226,-18.49,0.5641589,3.5759835,5.2083002,42.6061543,21.87770492,1.255479183,19.6115858,2.265553252
PAPSL8,19/05/2017,P. speciosa,1,NT,Longdong,10,w,1,1,3056.695313,5.107,4679.812012,10,1,0.0888,0.1135,0.1043,360,300,250,360,265,260,24,23,29,31,28,23,3,10,10,0.003,0.453,0.128,0.145,0.002,0.323,0.091,0.101,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.4427,1.454,NA,1.8712,1.892,NA,NA,NA,NA,NA,NA,NA,NA,-1.089,-17.47,4.725,-16.143,0.6166258,4.9263566,5.5249521,43.1814638,21.87770492,1.255479183,19.6115858,2.265553252
PAPSLA2,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,5593.411621,7.6404,11303.46582,10,1,0.0908,0.1134,0.1056,150,160,140,150,100,155,34,50,36,46,48,36,3,10,10,0.004,0.698,0.196,0.222,0.008,0.699,0.334,0.201,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.7377,0.738,NA,1.3534,1.3212,NA,NA,NA,NA,NA,NA,NA,NA,0.667,-19.002,4.35,-18.19,0.7544986,5.5342286,5.1621968,35.5616061,27.54295082,1.263945337,20.80831681,2.063311939
PAPSLA3,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,11680.96582,17.851,15930.90723,10,1,0.0899,0.1198,0.1082,275,265,230,260,250,230,33,31,31,38,28,31,3,10,10,0.003,0.335,0.096,0.104,0.007,0.443,0.148,0.141,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.2498,1.2217,NA,1.9363,2.0589,NA,NA,NA,NA,NA,NA,NA,NA,-2.804,-16.598,4.76,-15.867,0.8546582,5.2803169,5.8827168,43.2730116,27.54295082,1.263945337,20.80831681,2.063311939
PAPSLA4,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,6214.23877,10.0728,7708.711914,10,1,0.0913,0.114,0.1063,165,135,260,235,225,245,34,42,46,41,34,58,3,10,10,0.004,0.473,0.133,0.148,0.003,0.228,0.07,0.069,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.8128,1.8464,NA,1.6438,1.7274,NA,NA,NA,NA,NA,NA,NA,NA,-5.961,-17.029,4.756,-16.773,0.8797794,5.0522327,5.678229,39.1747,27.54295082,1.263945337,20.80831681,2.063311939
PAPSLA5,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,7317.916016,12.0018,10869.06152,10,1,0.0916,0.1183,0.1085,215,110,200,210,230,160,40,37,48,48,33,42,3,10,10,0.005,0.621,0.178,0.193,0.006,0.39,0.123,0.115,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.6833,1.726,NA,1.9122,2.0539,NA,NA,NA,NA,NA,NA,NA,NA,0.501,-18.078,4.009,-17.507,1.2405579,7.5411763,7.0177204,40.9433226,27.54295082,1.263945337,20.80831681,2.063311939
PAPSLA7,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,18653.89063,23.1806,11602.62793,10,1,0.0906,0.1135,0.1049,315,235,325,340,300,305,93,104,46,69,52,61,3,10,10,0.005,0.578,0.167,0.181,0.004,0.333,0.117,0.1,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.169,1.1689,NA,1.4687,1.5903,NA,NA,NA,NA,NA,NA,NA,NA,-0.248,-16.26,5.079,-15.093,0.6100877,4.5276486,4.7078129,35.7974834,27.54295082,1.263945337,20.80831681,2.063311939
PAPSLA8,17/11/2017,P. speciosa,1,NT,Longdong,10,s,1,1,8284.099609,12.1079,10027.58008,10,1,0.0912,0.116,0.106,260,245,230,240,190,330,28,34,37,44,30,47,3,10,10,0.005,0.589,0.163,0.178,0.01,1.462,0.863,0.436,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.8956,1.8835,NA,1.9905,2.0867,NA,NA,NA,NA,NA,NA,NA,NA,-2.804,-16.598,5.067,-15.929,0.8546582,5.2803169,4.9222997,35.3160318,27.54295082,1.263945337,20.80831681,2.063311939
PAPDS1,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,9388.787109,18.7819,11787.86133,10,1,0.0895,0.1092,0.1024,235,190,210,200,245,210,17,18,21,27,10,31,3,10,10,0.004,0.288,0.086,0.099,0.003,0.203,0.06,0.061,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.7994,0.7371,NA,1.3962,1.3973,NA,NA,NA,NA,NA,NA,NA,NA,-0.648,-16.584,3.823,-16.221,1.0089982,7.6728417,6.5608229,45.4482182,28.34967213,1.07605602,19.06912032,4.17121641
PAPDS2,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,7975.228027,13.5728,9972.927734,10,1,0.0902,0.1126,0.1047,285,235,320,240,175,345,24,25,30,32,19,51,3,10,10,0.003,0.246,0.071,0.087,0.004,0.178,0.057,0.059,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.972,0.9088,NA,1.6411,1.655,NA,NA,NA,NA,NA,NA,NA,NA,5.451,-17.431,4.209,-15.827,0.9745591,6.8827553,5.7088072,44.7516243,28.34967213,1.07605602,19.06912032,4.17121641
PAPDS3,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,5896.878418,11.1225,6071.804199,10,1,0.0914,0.1097,0.1038,100,130,145,125,120,120,21,24,22,28,18,22,3,10,10,0.003,0.184,0.056,0.068,0.001,0.034,0.011,0.013,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.6307,0.6085,NA,1.172,1.1785,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,-16.025,3.979,-15.939,0.9048139,8.2987022,5.7458414,44.1572877,28.34967213,1.07605602,19.06912032,4.17121641
PAPDS4,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,10302.40234,20.6792,9825.290039,10,1,0.0904,0.1104,0.1034,190,180,180,200,175,230,12,17,33,28,18,17,3,10,10,0.002,0.086,0.028,0.035,0.005,0.233,0.074,0.072,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,0.9807,0.9453,NA,1.5185,1.5735,NA,NA,NA,NA,NA,NA,NA,NA,3.332,-15.582,3.972,-14.41,0.4116731,2.7958189,5.3798485,47.0041573,28.34967213,1.07605602,19.06912032,4.17121641
PAPDS5,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,8593.835938,14.9684,9549.938477,10,1,0.0904,0.1104,0.1035,210,285,255,235,225,220,61,64,59,66,46,70,3,10,10,0.004,0.196,0.06,0.073,0.007,0.532,0.24,0.149,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.1261,1.1056,NA,1.5501,1.5577,NA,NA,NA,NA,NA,NA,NA,NA,-0.582,-17.882,3.436,-16.852,1.0417456,8.1036689,5.6917244,45.284331,28.34967213,1.07605602,19.06912032,4.17121641
PAPDS6,18/07/2017,P. speciosa,1,GI,Guiwan ,40,s,1,1,5554.548828,10.1156,6125.658691,10,1,0.0908,0.1128,0.1049,130,95,115,100,140,140,14,20,15,17,16,17,3,10,10,0.004,0.315,0.093,0.11,0.005,0.229,0.078,0.08,3,5,STC.2017.12.14b,0.9116,-0.5523,133.23,705.22,3.9129,0.08995,1.2844,1.2388,NA,2.208,2.1637,NA,NA,NA,NA,NA,NA,NA,NA,0.203,-16.781,3.941,-14.89,1.0990202,7.4009564,5.0034229,42.2111116,28.34967213,1.07605602,19.06912032,4.17121641
POPDS1,18/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,69542.95313,70.1103,16677.25586,10.5,1,0.0898,0.1151,0.1064,105,130,140,140,150,160,25,28,20,15,45,30,3,10,10,0.011,0.12,0.046,0.053,0.007,0.364,0.211,0.175,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,0.7997,0.749,NA,0.8044,0.8397,NA,NA,NA,NA,NA,NA,NA,NA,4.536,-17.206,3.934,-15.607,0.3960735,3.0329586,5.3796598,38.0518228,28.34967213,1.07605602,19.06912032,4.17121641
POPDS2,18/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,30743.22266,36.7309,9722.269531,10.5,1,0.091,0.1147,0.1071,95,180,165,145,155,125,14,25,17,27,15,14,3,10,10,-0.001,0.111,0.033,0.036,0.009,0.1,0.061,0.057,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.1541,1.0611,NA,0.7717,0.7999,NA,NA,NA,NA,NA,NA,NA,NA,4.259,-16.66,3.627,-16.817,0.89,6.34,7.4,46.0652495,28.34967213,1.07605602,19.06912032,4.17121641
POPDS3,18/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,57768.26172,74.6801,10080.21484,10,1,0.0913,0.1143,0.1071,160,150,165,125,130,135,55,59,37,50,34,59,3,10,10,-0.001,0.272,0.076,0.081,0.009,0.135,0.084,0.065,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.4342,1.63,NA,1.0639,1.0953,NA,NA,NA,NA,NA,NA,NA,NA,4.654,-16.339,4.509,-17.462,0.95,7.21,7.03,45.7298452,28.34967213,1.07605602,19.06912032,4.17121641
POPDS4,19/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,102419.5313,138.5308,16710.32617,11,1,0.091,0.1098,0.1047,66,80,75,75,71,78,21,34,24,40,22,35,3,10,10,-0.001,0.046,0.014,0.016,0.004,0.414,0.18,0.142,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,0.9048,0.9516,NA,0.7354,0.7385,NA,NA,NA,NA,NA,NA,NA,NA,4,-15.144,3.901,-13.392,0.3202558,2.3294282,7.03,49.8,28.34967213,1.07605602,19.06912032,4.17121641
POPDS5,19/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,89757.88281,122.5171,16105.60254,11,1,0.091,0.1142,0.106,105,145,155,95,100,115,50,51,39,44,38,56,3,10,10,-0.001,0.177,0.053,0.058,0.008,0.175,0.123,0.111,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.1608,1.1818,NA,1.3162,1.3763,NA,NA,NA,NA,NA,NA,NA,NA,3.272,-15.38,3.443,-15.49,0.71,4.77,6.76,43.95,28.34967213,1.07605602,19.06912032,4.17121641
POPDS6,19/07/2017,P. lutea,1,GI,Guiwan ,40,s,1,1,66334.58594,86.6186,12397.43945,10.5,1,0.0905,0.1121,0.106,134,121,133,146,141,132,29,34,20,39,32,36,3,10,10,0,0.19,0.056,0.063,0.006,0.651,0.34,0.213,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,0.7896,0.8185,NA,0.9475,0.9795,NA,NA,NA,NA,NA,NA,NA,NA,3.683,-16.122,NA,-16.152,0.9,5.64,NA,44.81,28.34967213,1.07605602,19.06912032,4.17121641
POPSS1,18/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,50055.63672,71.7233,11148.0625,10,1,0.0906,0.1151,0.1074,125,190,160,180,165,200,53,41,29,41,38,56,3,10,10,-0.001,0.135,0.039,0.043,0.007,0.256,0.146,0.142,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.2997,1.2494,NA,1.2108,1.2453,NA,NA,NA,NA,NA,NA,NA,NA,4.146,-13.17,NA,-15.342,0.86,6.1,NA,46.03,28.34967213,1.07605602,44.06271592,4.294457341
POPSS2,18/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,37539.01172,53.2286,8099.898926,10,1,0.0898,0.1142,0.1059,215,190,300,215,220,200,148,130,130,132,106,149,3,10,10,0,0.109,0.032,0.035,0.014,0.159,0.105,0.109,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,2.0584,2.0491,NA,1.5821,1.6006,NA,NA,NA,NA,NA,NA,NA,NA,3.465,-13.414,3.522,-13.697,7.6678623,53.9029729,6.77,48.59,28.34967213,1.07605602,44.06271592,4.294457341
POPSS3,18/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,15407.74316,22.8455,5171.169434,11,1,0.0917,0.1143,0.1071,165,135,140,145,120,175,69,67,47,54,73,74,3,10,10,-0.002,0.073,0.02,0.023,0.011,0.444,0.291,0.199,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.1363,1.1096,NA,1.3073,1.3862,NA,NA,NA,NA,NA,NA,NA,NA,3.923,-15.245,3.57,-14.806,0.83,5.4666608,8.26,48.23,28.34967213,1.07605602,44.06271592,4.294457341
POPSS5,18/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,41495.125,54.7065,8000.303711,11,1,0.0897,0.1112,0.104,91,90,105,103,107,88,42,46,39,65,46,49,3,10,10,-0.001,0.114,0.034,0.037,0.01,0.119,0.077,0.095,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.3164,1.3277,NA,0.9531,1.0473,NA,NA,NA,NA,NA,NA,NA,NA,4.238,-14.015,3.825,-15.221,1.21,10.39,6.95,51.09,28.34967213,1.07605602,44.06271592,4.294457341
POPSS6,19/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,99865.25781,137.1916,17272.18555,11,1,0.0915,0.1132,0.1058,175,195,135,185,225,130,41,36,53,29,51,55,3,10,10,-0.001,0.243,0.068,0.075,0.006,0.547,0.262,0.209,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,2.0468,2.1692,NA,1.6597,1.7997,NA,NA,NA,NA,NA,NA,NA,NA,3.51,-14.382,3.268,-14.291,0.81,6.8038138,6.63,51.29,28.34967213,1.07605602,44.06271592,4.294457341
POPSS7,19/07/2017,P. lutea,1,GI,Guiwan ,10,s,1,1,60226.66406,84.044,12255.46484,11,1,0.0894,0.1219,0.113,190,110,120,155,90,85,67,82,69,82,57,72,3,10,10,0,0.087,0.025,0.029,0.006,0.747,0.37,0.274,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.3121,1.3077,NA,1.7159,1.8486,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-12.207,NA,-12.129,0.725499,4.3137619,NA,46.3369713,28.34967213,1.07605602,44.06271592,4.294457341
POPSBA1,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,78418.0625,94.3427,12736.32422,14,1,0.0915,0.1126,0.1047,480,430,450,380,455,445,99,109,90,84,97,90,3,10,10,0,0.636,0.178,0.201,0.012,0.254,0.154,0.183,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,2.0854,2.1986,NA,1.8627,1.8766,NA,NA,NA,NA,NA,NA,NA,NA,6.849,-14.406,5.346,-13.297,0.841829,6.1378088,7.63,50.46,28.61901639,0.356364537,22.1440168,3.455177367
POPSBA2,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,43893.9375,50.5329,8723.359375,12,1,0.0899,0.112,0.1039,270,210,220,320,250,205,38,54,46,53,32,50,3,10,10,0,0.567,0.158,0.18,0.008,0.254,0.135,0.187,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.8528,1.8011,NA,1.7658,1.9256,NA,NA,NA,NA,NA,NA,NA,NA,6.898,-15.581,5.093,-14.785,1.05,6.54,7.24,46.11,28.61901639,0.356364537,22.1440168,3.455177367
POPSBA5,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,31345.22266,35.771,6955.15332,11.5,1,0.0906,0.1105,0.1033,145,165,105,150,175,165,47,40,27,35,22,47,3,10,10,0,0.434,0.122,0.137,0.014,0.231,0.161,0.192,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.3654,1.3139,NA,1.616,1.7268,NA,NA,NA,NA,NA,NA,NA,NA,6.484,-14.519,5.351,-14.536,1.28,8.91,6.76,49.51,28.61901639,0.356364537,22.1440168,3.455177367
POPSBA6,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,46411.60547,56.8871,9943.488281,10,1,0.0912,0.1124,0.1048,165,220,205,215,260,285,56,60,67,74,42,58,3,10,10,0,0.412,0.116,0.13,0.008,0.261,0.142,0.137,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.6105,1.6185,NA,1.4113,1.5239,NA,NA,NA,NA,NA,NA,NA,NA,6.615,-13.991,5.153,-13.761,1.2,9.2,6.5,45.22,28.61901639,0.356364537,22.1440168,3.455177367
POPSBA7,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,40511.22266,48.475,7938.678223,11,1,0.0893,0.1164,0.1045,325,355,335,295,340,360,53,54,62,81,67,64,3,10,10,0.002,0.664,0.189,0.214,0.009,0.134,0.085,0.139,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,2.4895,2.6242,NA,2.6435,2.7783,NA,NA,NA,NA,NA,NA,NA,NA,8.115,-14.536,NA,-14.367,0.7759578,5.4161045,NA,45.89,28.61901639,0.356364537,22.1440168,3.455177367
POPSBA8,2/10/2017,P. lutea,1,NT,Bitou,10,s,1,1,13538.83496,17.3949,4785.192383,10,1,0.0888,0.1139,0.1035,325,375,380,385,385,380,124,97,50,77,69,107,3,10,10,0,0.595,0.167,0.195,0.007,0.27,0.139,0.154,3,5,STC.2017.10.29,-38.322,125.28,-7.6627,772.15,-0.5188,0.0903,1.9233,1.9251,NA,1.6634,1.8007,NA,NA,NA,NA,NA,NA,NA,NA,6.699,-15.45,4.26,-14.461,0.97,7.3179169,6.33,45.07,28.61901639,0.356364537,22.1440168,3.455177367
POPD1,7/2/2017,P. lutea,1,GI,Guiwan ,40,w,1,1,22278.53516,27.2532,8732.078125,10.5,1,0.0901,0.1134,0.1068,190,215,190,170,210,225,20,23,12,21,21,27,3,10,10,0.003,0.17,0.063,0.066,0.029,0.161,0.088,0.076,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,1.4036,1.3911,NA,0.9475,0.9772,NA,NA,NA,NA,NA,NA,NA,NA,4.366,-16.716,2.925,-18.41,0.71,5.3729558,7.51,52.52,25.10322581,0.186429381,8.22187065,2.703807284
POPD4,7/2/2017,P. lutea,1,GI,Guiwan ,40,w,1,1,58136.04688,82.8796,13474.23926,10,1,0.0915,0.1124,0.1062,135,160,180,185,235,180,24,51,29,33,45,33,3,10,10,-0.001,0.304,0.089,0.097,0.007,0.904,0.45,0.298,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,1.3758,1.3816,NA,1.1992,1.2316,NA,NA,NA,NA,NA,NA,NA,NA,4.676,-16.353,3.761,-16.005,0.64,3.54413,7.25,46.9,25.10322581,0.186429381,8.22187065,2.703807284
POPD6,8/2/2017,P. lutea,1,GI,Guiwan ,40,w,1,1,12371.32617,16.839,3733.162598,10,1,0.0915,0.1143,0.1085,265,255,265,215,220,230,31,50,20,34,31,39,3,10,10,0,0.357,0.108,0.116,0.008,0.45,0.229,0.16,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,1.4995,1.5736,NA,0.8409,0.8833,NA,NA,NA,NA,NA,NA,NA,NA,4.427,-18.485,3.157,-18.288,0.78,4.8856174,6.69,48.1,25.10322581,0.186429381,8.22187065,2.703807284
POPD10,14/02/2017,P. lutea,1,GI,Guiwan ,40,w,1,1,38620.16797,51.4942,7885.489746,10.5,1,0.0903,0.1175,0.1098,240,270,165,200,175,220,14,26,13,15,9,24,3,10,10,0.002,0.333,0.113,0.115,0.016,0.165,0.111,0.1,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,1.5729,1.6348,NA,1.1951,1.2584,NA,NA,NA,NA,NA,NA,NA,NA,4.993,-15.501,3.277,-15.843,0.72,4.5304267,6.62,43.48,25.10322581,0.186429381,8.22187065,2.703807284
POPD11,14/02/2017,P. lutea,1,GI,Guiwan ,40,w,1,2,23964.87891,30.2918,6343.029785,10,1,0.0924,0.1135,0.1079,155,158,155,135,185,165,52,64,48,64,52,65,3,10,10,0.002,0.315,0.093,0.103,0.019,0.147,0.078,0.079,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,1.0481,1.3688,NA,0.906,1.062,NA,NA,NA,NA,NA,NA,NA,NA,4.388,-15.41,NA,-17.437,0.55,3.8048033,NA,46.55,25.10322581,0.186429381,8.22187065,2.703807284
POPD15,14/02/2017,P. lutea,1,GI,Guiwan ,40,w,1,1,84728.07031,99.9308,14935.43164,14,1,0.0907,0.1109,0.1055,125,110,160,150,150,125,34,36,20,21,13,29,3,10,10,0,0.215,0.065,0.069,0.013,0.109,0.076,0.078,3,5,STC.2017.11.29,39.248,-136.19,255.43,651.5,5.3498,0.1059,0.7037,0.8739,NA,0.7262,0.756,NA,NA,NA,NA,NA,NA,NA,NA,4.303,-17.347,2.914,-17.245,0.66,4.2,7.37,47.26,25.10322581,0.186429381,8.22187065,2.703807284
